"","p(Int)","lam(Int)","p(camdays)","lam(ndvi)","lam(npp)","lam(rad)","lam(water)","lam(ndvi:npp)","lam(ndvi:rad)","lam(ndvi:water)","lam(npp:rad)","lam(npp:water)","lam(rad:water)","df","logLik","AICc","delta","weight"
"558",15.9937235033281,2.8267532638427,20.004101071394,-0.355750840569039,NA,-0.315814857988739,0.520559444889065,NA,0.0844384881303707,NA,NA,NA,0.895569856417025,9,-181.79475718416,384.492740174771,10.1510266326868,0.00065959268564663
"688",1.94710557130107,3.96159092389291,5.11202227426018,-0.0243235425850018,0.851725521632421,2.18448584401625,0.374369199709836,NA,-0.25712628853151,NA,8.11213494858825,NA,0.417064894219868,11,-179.050404208017,384.500808416035,10.1590948739502,0.000656937169123292
"960",1.38185589548224,2.02984384001083,4.4842273615545,-0.973201162609051,-5.57256217608439,-1.07563498649644,1.22299884364692,-4.72713039841206,-0.754404333565024,NA,-0.404802514613771,2.06186285401332,1.41748834679832,13,-176.181645794066,384.639153657097,10.2974401150125,0.000613031156179985
"1008",2.32155391011901,2.62064840811203,5.75002691593331,0.0275510403437627,-5.76322828935493,0.0545636927472004,1.25769326282132,NA,-0.458842357507733,-0.723860602121943,2.36216501123484,2.76518984936566,1.94724690489503,13,-176.23141416877,384.738690406505,10.3969768644208,0.000583268357955023
"368",13.3696076228261,2.25786957041501,17.8457078032333,0.0977426389683705,-3.51734295667976,-0.631630942330013,0.0929578788531712,NA,0.446947152469142,-0.419569655065043,NA,1.66245111279254,NA,11,-179.366518157847,385.133036315695,10.7913227736103,0.000478891678581082
"768",1.96322510732103,3.90230464420426,5.14194500185738,-0.493140616414264,0.176323638307954,1.89922460002881,0.759215444569568,-1.58232120040621,-0.671683456112781,-0.561816983536894,6.23639857774595,NA,1.35557611487607,13,-176.487158928573,385.250179926111,10.9084663840261,0.000451647778919116
"944",1.69683599919886,2.76599423290349,4.83059790760749,0.0610737626919422,-2.92656004480695,0.392208932674224,0.710416292204196,NA,-0.118337692254923,NA,3.48046966399363,1.53435962379562,0.722789270561098,12,-178.038816527365,385.365768647949,11.0240551058648,0.000426285054691088
"704",2.19012967112167,3.66990180044544,5.3965036787865,-0.712965525111403,-0.0682988266692883,1.51265876423289,0.608646792827396,-3.05713482063101,-0.644827842499815,NA,6.22009895940271,NA,0.728532545088798,12,-178.057073415961,385.402282425142,11.0605688830571,0.000418573028944148
"268",2.47634599629864,2.5425456327041,5.73502252981745,0.172016204091078,-2.39167701933566,NA,0.331793660904867,NA,NA,NA,NA,1.11330054084945,NA,8,-183.905947149836,386.097608585385,11.7558950433008,0.000295653540127152
"560",16.8652261143084,2.82404743485517,20.8506218102343,-0.480676828811507,-0.238329167661495,-0.263900869934303,0.8348070213283,NA,-0.0592227001395398,NA,NA,NA,1.3195032544959,10,-181.475146133543,386.556849644136,12.2151361020512,0.000234995829426993
"336",34.1016442001642,1.76342955088002,19.1273378263733,0.364206863803523,-4.92047365039142,-0.872498155745764,0.432858086932368,NA,NA,-0.602972427208686,NA,2.31588129412411,NA,10,-187.897019196062,399.400595769174,25.058882227089,3.8201122130943e-07
"928",39.6994529068507,1.6253640345174,23.3181618412777,-1.07279036300656,-5.36225813650175,-0.794694342846678,0.772222460348898,-4.05461927560797,NA,NA,-0.25601829883832,2.09451771999444,0.623922192177361,12,-185.513469356984,400.315074307188,25.9733607651035,2.41824127074965e-07
