"","p(Int)","lam(Int)","p(camdays)","lam(ndvi)","lam(npp)","lam(rad)","lam(water)","lam(ndvi:npp)","lam(ndvi:rad)","lam(ndvi:water)","lam(npp:rad)","lam(npp:water)","lam(rad:water)","df","logLik","AICc","delta","weight"
"78",0.656590315693841,5.1699224045882,3.01468937455114,0.102346748839128,NA,-0.245766509760188,0.188890666623562,NA,NA,-0.195656910581976,NA,NA,NA,8,-366.543210150034,751.372134585782,8.87041342059035,0.00345722587233018
"8",0.670282018743184,5.09421674202404,3.04657738528659,0.117967903448226,0.179214604688268,-0.255636103583273,NA,NA,NA,NA,NA,NA,NA,7,-367.81498862325,751.379977246501,8.87825608130868,0.00344369549343915
"6",0.667703309816664,5.11263117545059,3.04772844492611,0.113564388390868,NA,-0.278320605421595,NA,NA,NA,NA,NA,NA,NA,6,-369.154974346013,751.602256384334,9.10053521914153,0.0030814664296463
"40",0.684111023620053,5.15992345251196,3.04395979590732,0.151274649970437,0.164377930424449,-0.112708659227926,NA,NA,0.211825363033548,NA,NA,NA,NA,8,-366.725181564677,751.736077415068,9.23435624987587,0.00288203050398846
"512",0.6585198461882,5.39093954816858,2.99665472026665,-0.0901235374906715,1.11786342091508,0.192939277389664,0.172246435260801,-0.919783784177696,-0.0178510228758241,-0.0940998212459316,0.762574779883295,-0.559539904797246,NA,13,-359.910693065035,752.097248199035,9.59552703384259,0.00240586544171159
"816",0.666113919486808,5.3267904577993,3.0276491017861,0.10666229935883,1.32023983082106,0.0259352638478728,0.0830272923294159,NA,0.1414450896207,NA,NA,-0.601470055526112,0.0872569441145686,11,-362.958388105412,752.316776210824,9.81505504563233,0.00215576507543931
"14",0.680481843974969,5.08693752660521,3.03455050897209,0.0648855108162938,NA,-0.261614475123244,0.147228616316596,NA,NA,NA,NA,NA,NA,7,-368.372887747662,752.495775495324,9.99405433013146,0.00197120699254656
"184",0.66639939156759,5.20970695977721,3.00554558350162,-0.0376924010325635,0.0390375920575079,0.0131213883056728,NA,-1.07270624854022,0.0736312993550217,NA,0.489565020062505,NA,NA,10,-364.468169866301,752.542897109651,10.0411759444585,0.00192530661301121
"527",0.669238511931684,5.11537519935043,3.01198473063115,NA,0.112504829829467,-0.12812883076806,0.238079757878628,NA,NA,NA,NA,NA,0.259330327759273,8,-367.231632762907,752.748979811527,10.2472586463354,0.00173679920805772
"110",0.672679068345253,5.19982053348518,3.01618157845147,0.114610052275878,NA,-0.140399852596361,0.187573874491904,NA,0.157646003708991,-0.157676637318474,NA,NA,NA,9,-365.961136152465,752.825498111382,10.3237769461895,0.00167160582066398
"32",1.26448913680187,5.24524625243158,3.60666818224237,-0.193766446806227,-0.231982000597754,-0.152823808330958,0.28365972069181,-1.50659317958053,NA,NA,NA,NA,NA,9,-366.017805081393,752.938835969238,10.4371148040457,0.00157951178862464
"80",0.65397953008169,5.15647237397604,3.01748574337151,0.126889265183536,0.12472737206,-0.234603210927546,0.129020748967165,NA,NA,-0.171968305276253,NA,NA,NA,9,-366.044582521092,752.992390848635,10.4906696834431,0.00153777776577824
"136",0.667207248935962,5.22648068068991,3.04472049728187,0.0953127497049629,0.291711073225459,0.058500521318933,NA,NA,NA,NA,0.906101365902056,NA,NA,8,-367.478844368965,753.243403023645,10.7416818584529,0.00135639748561095
"9",0.710157367929557,5.09590666699087,3.03065443275224,NA,NA,NA,0.204095370630114,NA,NA,NA,NA,NA,NA,5,-371.538450594861,753.985992098813,11.4842709336214,0.000935698228404642
"558",0.698438796715793,5.20381106774264,3.03537223428132,0.0755469037439757,NA,0.0110817776133146,0.288480666641384,NA,0.179980372819275,NA,NA,NA,0.311057099665717,9,-366.590397062285,754.084019931022,11.5822987658298,0.000890941797654034
"168",0.681975533414511,5.22796555110436,3.04232224146256,0.136901841327015,0.230079360669058,0.05253947817039,NA,NA,0.192968168865561,NA,0.514322970951852,NA,NA,9,-366.624116421226,754.151458648903,11.6497374837111,0.000861400664379369
"4",0.675088941739586,5.11988285320328,3.03882145157568,0.180730518983677,0.227402027128527,NA,NA,NA,NA,NA,NA,NA,NA,6,-370.532753246565,754.357814185437,11.8560930202451,0.000776954644153671
"1",0.702086430392191,5.13051009162106,3.05737625310032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,-373.116911384358,754.83083769409,12.3291165288979,0.00061330981819771
"2",0.673412191795002,5.14290164990932,3.03962722549634,0.181289864606619,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,-372.205111850564,755.319314610218,12.8175934450263,0.000480406088164517
"208",0.653155481459487,5.24816364637645,3.01708407893711,0.112855190170399,0.210878295534188,-0.00952644715774664,0.118256808886728,NA,NA,-0.163991332489706,0.654891367665263,NA,NA,10,-365.86394754817,755.334452473389,12.8327313081967,0.000476783653623406
"10",0.687815002520676,5.11052396053582,3.02269154717686,0.121635088073236,NA,NA,0.170158111650097,NA,NA,NA,NA,NA,NA,6,-371.16638194842,755.625071589148,13.1233504239561,0.00041230083864499
"12",0.683427567172292,5.10330850892583,3.02763131453778,0.143943355400774,0.193025583948337,NA,0.107228017895596,NA,NA,NA,NA,NA,NA,7,-370.135564090585,756.021128181171,13.5194070159785,0.000338229607763634
"143",1.34452692615286,5.26725293440035,3.77677028746476,NA,0.385655182054981,0.326383224106832,0.0791202399811263,NA,NA,NA,1.66631000324839,NA,NA,8,-368.87427306563,756.034260416975,13.5325392517831,0.000336016027548347
"560",0.694493022103366,5.17763187286504,3.0363869446646,0.0959656200674283,0.108507922813876,-0.0334329322757721,0.199307306673611,NA,0.181829040610419,NA,NA,NA,0.200510522263067,10,-366.228973388646,756.064504154341,13.5627829891491,0.000330973062926671
"928",0.550204778491309,5.33424815703496,2.98610892189578,-0.31243307416519,0.511047144657472,0.0970200323770793,0.326495419593007,-2.00258131498049,NA,NA,0.695712297770779,-0.361305866001365,-0.00282175739613392,12,-363.499886541821,756.287908676862,13.7861875116704,0.000295992681666466
"96",1.59408488340108,4.99098893176583,3.99992739749242,-0.151380785254607,-0.0353285716415283,-0.0491780424880304,0.219038277706302,-1.17421422154121,NA,-0.159234607102642,NA,NA,NA,10,-366.968485017724,757.543527412498,15.0418062473058,0.000157988992377149
"656",0.676251401212879,5.20617569667401,3.03597001954356,0.0590651768360365,0.184203673565089,0.0438416805145339,0.203108699706123,NA,NA,NA,0.518730189807042,NA,0.233882701214663,10,-366.980641287842,757.567839952733,15.0661187875407,0.000156080061755968
"525",2.22053678642791,5.05960584991055,4.66373709261858,NA,NA,-0.125953208324871,0.351038717159835,NA,NA,NA,NA,NA,0.297461053263933,7,-371.066791018524,757.883582037049,15.3818608718567,0.000133286113881343
