"","p(Int)","lam(Int)","p(camdays)","lam(ndvi)","lam(npp)","lam(rad)","lam(water)","lam(ndvi:npp)","lam(ndvi:rad)","lam(ndvi:water)","lam(npp:rad)","lam(npp:water)","lam(rad:water)","df","logLik","AICc","delta","weight"
"560",30.5355879472577,0.481592044012124,26.8488010466484,-0.261534266795631,-8.47497257683522,-0.0692013249742272,0.118891204127267,NA,0.667222704647323,NA,NA,NA,0.778265516899986,10,-112.027919279598,247.662395936245,8.03211398945362,0.00176643284280996
"944",48.899318686318,-5.97979509507234,28.0959616835712,-0.978984985971921,-26.6577995644634,-9.17694986775349,-1.44501953173997,NA,1.5868163326845,NA,-24.0920287291373,-14.5636563829091,-0.0627348339320882,12,-109.230005744509,247.748147082237,8.11786513544627,0.00169229669422355
"352",47.9366225162071,-0.2418080140044,30.2991435289201,-1.34237881164212,-12.7891617912172,-0.263285142765484,-1.18051809516967,-2.50157265475091,NA,-0.970627709180066,NA,-12.2760728181714,NA,11,-110.67797208054,247.755944161081,8.12566221428943,0.00168571205243069
"688",34.8104949502593,-6.31340677157349,31.1517032559799,-0.688261168012253,-26.6107386302026,-11.3105963589877,1.29591994290176,NA,1.60097111014121,NA,-30.897914842681,NA,1.74891622780468,11,-110.717800470818,247.835600941637,8.20531899484575,0.00161989230284323
"92",32.2330576197282,0.743582163669238,28.4705183477402,-0.832362429881615,-7.49171088017112,NA,0.0414381344799457,-2.34833090187878,NA,-0.47224621078719,NA,NA,NA,9,-113.564733103293,248.032692013038,8.4024100662466,0.0014678725852074
"46",0.905125101491184,2.88668041971501,4.39401136937155,-0.323530001624179,NA,-0.176120561870067,-1.19336391714428,NA,0.239365484601507,NA,NA,NA,NA,8,-114.876461530949,248.038637347612,8.40835540082091,0.00146351556758202
"96",26.2976535161653,0.16302099293949,23.3562671191503,-0.66505215510886,-9.37771862960135,-0.813797008485738,-0.318405519377269,-2.13822743434645,NA,-0.408729023429461,NA,NA,NA,10,-112.237454562143,248.081466501336,8.45118455454448,0.00143250819084625
"464",38.14615135643,0.812562014833699,29.2668335058804,-0.581159212252675,-10.179840514586,1.45338388069204,-1.4555053373561,NA,NA,-1.0610641216265,4.40608277427404,-13.4886979354715,NA,11,-110.902097364835,248.204194729669,8.5739127828783,0.00134724635631378
"64",25.3217020781659,0.262023194561466,10.6410330366637,-0.28831267996047,-8.24336997184068,-0.442259070231788,-0.265928468076079,0.200069105630496,0.641409076600015,NA,NA,NA,NA,10,-112.392801939608,248.392161256265,8.76187930947358,0.00122639566029149
"592",30.8860949704886,0.0161729123309392,28.1048570333786,-0.150511526990783,-9.1659094989361,-1.07961783366157,-0.6542074558826,NA,NA,-0.392657005805747,NA,NA,-0.457728855827435,10,-112.419495814364,248.445549005778,8.81526705898676,0.0011940914881038
"160",33.7842016112876,-1.35126966594519,30.2829354308055,-0.70911417004439,-13.2789234095081,-2.92674803773012,-0.665493326936076,-2.88350941328331,NA,NA,-5.2769569714277,NA,NA,10,-112.424607617694,248.455772612437,8.82549066564616,0.00118800310183327
"208",36.57464729126,-0.68284174124961,32.7983833879689,-0.0586939399567376,-11.4109695222695,-2.121797631181,-0.441054737551626,NA,NA,-0.386477378633631,-3.2885109500522,NA,NA,10,-112.457825847126,248.522209071301,8.89192712451029,0.00114918799592488
"544",33.1252949777633,-0.0874468144580305,29.6060585206039,-0.558130926477573,-9.78703184274189,-0.908579188889716,-0.729626306260762,-2.21857624580921,NA,NA,NA,NA,-0.115297927720349,10,-112.511933388179,248.630424153408,9.00014220661666,0.00108866052175117
"240",38.8146243030191,-5.61407178211378,35.0204016988542,-0.650607569589069,-23.7172945371575,-10.2638024507886,0.299257251862343,NA,1.19177004834088,-0.179863311891072,-25.5040685560643,NA,NA,11,-111.134381015696,248.668762031393,9.03848008460142,0.00106799079590051
"2",28.8289551366977,2.27372959177974,17.8135770625744,-1.01416507852349,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,-118.889127325922,248.687345560934,9.05706361414283,0.0010581132376878
"192",38.8177915624007,-5.47407905449123,35.1545342413323,-0.369388806202603,-22.995359875565,-9.92234874821414,0.207897295676318,1.2840604926182,1.3902055368752,NA,-24.9307183721524,NA,NA,11,-111.160644680049,248.721289360098,9.0910074133073,0.00104030657990014
"832",36.4972029533825,-0.566471302858,24.0445114248192,-0.31658545854125,-12.4707071182687,-0.0984102499114791,-2.15110356425122,2.22258351384264,1.15381520234392,NA,NA,-17.1972866739698,-0.77067265393344,12,-109.829061219452,248.946258032125,9.31597608533386,0.000929629761572488
"1008",39.7194767923743,-4.16101362508743,22.4106633549233,-1.40917561590412,-22.3458117533862,-6.10208395956692,-2.68041030788323,NA,0.977364956451537,-1.12715582369536,-13.3456380966995,-19.7580721073408,-1.95760603882942,13,-108.408932076481,249.093726221928,9.46344427513685,0.000863550437262691
