"","p(Int)","lam(Int)","p(camdays)","lam(ndvi)","lam(npp)","lam(rad)","lam(water)","lam(ndvi:npp)","lam(ndvi:rad)","lam(ndvi:water)","lam(npp:rad)","lam(npp:water)","lam(rad:water)","df","logLik","AICc","delta","weight"
"208",43.7289375757781,2.95018123614103,34.7622196231076,-0.444704856885128,0.0910025022398115,1.29040832805068,0.184987349197114,NA,NA,-0.113986334635677,4.07384683550974,NA,NA,10,-207.899957142596,439.406471662241,20.3763329217527,5.37656696956287e-06
"448",38.5173045157674,1.62851132322208,31.1818143952169,-0.733775186884707,-3.94052003088284,-0.712663230478814,0.294327858290322,-1.61186587926957,0.239772278901339,NA,-0.972983260568354,1.50083106671358,NA,12,-205.223783404206,439.735702401632,20.7055636611437,4.56051105655681e-06
"576",17.4551273799636,2.23599205847256,15.4619527694855,-0.877415734934499,-0.497882383079352,-0.43686246340159,-0.00235629097184301,-0.375368625296968,0.408065016317385,NA,NA,NA,-0.80506880925821,11,-206.880879239263,440.161758478526,21.1316197380379,3.68550166200803e-06
"960",7.24968564904842,1.90255066753449,7.78381943927505,-0.437754702182933,-2.73707548463565,-0.649424517948749,-0.139816272625142,-0.0551865089598874,0.340139087555939,NA,-0.26317680963737,1.15514034303539,-0.46924795398997,13,-203.945688894116,440.167239857198,21.1371011167092,3.67541467586809e-06
"480",46.2448123133134,1.62152531389969,36.9981862746167,-0.769954993154649,-4.25460404371908,-0.799093883822293,0.370249022321201,-2.07353172411419,NA,-0.136516984562639,-0.851554291189797,1.60757604055114,NA,12,-205.495420147014,440.278975887249,21.2488371467608,3.47570712750253e-06
"544",45.3288757895019,2.18797655206483,36.5232367041846,-1.03936026687318,-0.776391988753537,-0.586699633570274,0.0757090895804167,-1.6675300624864,NA,NA,NA,NA,-0.755563175141199,10,-208.34090838213,440.288374141309,21.2582354008208,3.45941265307821e-06
"192",44.0337375502304,2.80306564783731,34.7257356998631,-0.596749654926835,-0.0881874285354586,1.05217258582823,0.272719430845008,-0.0667302667434116,0.34723665498843,NA,2.99065685388982,NA,NA,11,-206.98281661165,440.365633223299,21.3354944828106,3.32832535206521e-06
"96",46.4635232783269,2.4723049675209,34.3895867409835,-0.858837915266022,-0.832910219551123,-0.137450427441861,0.567617926988064,-1.31597198019216,NA,-0.22749959733764,NA,NA,NA,10,-208.513303356858,440.633164090765,21.6030253502763,2.91160316847645e-06
"496",32.2842843439508,1.83426245802251,26.9383787480017,-0.449608419856813,-3.01813083794575,-0.286980795978566,0.197522974825369,NA,0.374155522939659,0.0307679010019305,-0.0299898524756602,1.27922620513651,NA,12,-205.682787301317,440.653710195854,21.6235714553658,2.88184523027819e-06
"880",43.3818997432299,1.81244662830332,29.080982013354,-0.479464950724416,-2.74139453494311,-0.44739664074908,0.118958981687179,NA,0.375189234991708,-0.0594069117539199,NA,1.1479210753717,-0.384204174374902,12,-205.789825892098,440.867787377417,21.8376486369282,2.58931199948877e-06
"1024",3.81351334090116,2.09722470210526,4.96208875071483,-0.466000179291726,-2.88871418264252,-0.626801432810133,-0.232640318469707,-0.6405512418477,0.0812208336211283,-0.081455605418099,0.0569950250391504,1.20556773760983,-0.206629612097016,14,-202.88295897202,441.134338996672,22.1042002561833,2.26622713466381e-06
"976",43.8887099263133,2.10460232238008,36.4496054267051,-0.46825446054316,-1.92506835717481,0.0574558593617978,-0.268344056671563,NA,NA,-0.144791168764632,2.58750712338872,0.954706844504983,-0.875483659247235,12,-206.164156526017,441.616448645254,22.5863099047657,1.7807979836061e-06
